02/21/2002	0.0531
10/29/2004	0.0558
04/28/2006	0.0585
08/19/2006	0.0612
03/18/2007	0.0639
05/19/2007	0.0657
07/21/2007	0.0684
08/22/2007	0.0702
09/15/2007	0.0729
12/21/2007	0.0747
09/16/2008	0.072
10/08/2008	0.0693
10/30/2008	0.0666
11/27/2008	0.0558
12/23/2008	0.0531
10/20/2010	0.0556
12/26/2010	0.0581
02/09/2011	0.0606
04/06/2011	0.0631
07/07/2011	0.0656
06/08/2012	0.0631
07/06/2012	0.06
11/22/2014	0.056
03/01/2015	0.0535
05/11/2015	0.051
06/28/2015	0.0485
08/26/2015	0.046
10/24/2015	0.0435
